Subject,Fluency_Item,Semantic_Similarity,Frequency_Value,Phonological_Similarity,Dimension,Type
SKE-234,dolphin,0.6199064346259282,5.864843201,0.1667,50,alpha_0.1_w2v
SKE-234,shark,0.6851091000642269,6.054603863,0.1667,50,alpha_0.1_w2v
SKE-234,wolf,0.49613110671777316,6.745548976,0.0001,50,alpha_0.1_w2v
SKE-234,coyote,0.6836026835239757,6.007340169,0.0001,50,alpha_0.1_w2v
SKE-234,squirrel,0.6013188337652055,6.080840335,0.1667,50,alpha_0.1_w2v
SKE-234,chipmunk,0.7837945641989192,5.149619342,0.0001,50,alpha_0.1_w2v
SKE-234,owl,0.557678661806405,6.247115609,0.0001,50,alpha_0.1_w2v
SKE-234,eagle,0.6573389733654337,6.640854253,0.25,50,alpha_0.1_w2v
SKE-234,dog,0.5766313709144993,7.256114028,0.0001,50,alpha_0.1_w2v
SKE-234,cat,0.8629971018320665,7.013143358,0.0001,50,alpha_0.1_w2v
SKE-234,pig,0.6839032837702806,6.611542969,0.0001,50,alpha_0.1_w2v
SKE-234,horse,0.5738719307517884,7.396710537,0.0001,50,alpha_0.1_w2v
SKE-234,cow,0.7145082796422386,6.679047222,0.0001,50,alpha_0.1_w2v
SKE-234,chicken,0.6184585884045911,6.827585591,0.2,50,alpha_0.1_w2v
SKE-234,rooster,0.5721109527354957,5.703855165,0.0001,50,alpha_0.1_w2v
SKE-234,duck,0.7141413712279072,6.439638803,0.0001,50,alpha_0.1_w2v
SKE-234,sheep,0.5641455203013324,6.924172871,0.0001,50,alpha_0.1_w2v
SMK-401,dog,0.0001,7.256114028,0.0001,50,alpha_0.1_w2v
SMK-401,cat,0.8629971018320665,7.013143358,0.0001,50,alpha_0.1_w2v
SMK-401,african,0.4639746611748059,7.284544989,0.1429,50,alpha_0.1_w2v
SMK-401,monkey,0.3303653762497376,6.401926546,0.1429,50,alpha_0.1_w2v
SMK-401,dolphin,0.51081558313443,5.864843201,0.0001,50,alpha_0.1_w2v
SMK-401,fish,0.5608581776704312,7.344814258,0.1667,50,alpha_0.1_w2v
SMK-401,goldfish,0.7058162179157997,5.475262847,0.2857,50,alpha_0.1_w2v
SMK-401,shark,0.6525752768039973,6.054603863,0.0001,50,alpha_0.1_w2v
SMK-401,deer,0.5776824176139034,6.706983738,0.25,50,alpha_0.1_w2v
SMK-401,buck,0.43127882987471067,6.477242551,0.0001,50,alpha_0.1_w2v
SMK-401,squirrel,0.4855479709441036,6.080840335,0.0001,50,alpha_0.1_w2v
SMK-401,american,0.33827133270291054,8.145126466,0.125,50,alpha_0.1_w2v
SMK-401,beaver,0.3881607667379109,6.273193014,0.0001,50,alpha_0.1_w2v
SMK-401,bird,0.5390043561671247,7.119400245,0.25,50,alpha_0.1_w2v
SMK-401,eagle,0.7644359716604998,6.640854253,0.0001,50,alpha_0.1_w2v
SMK-401,tiger,0.6010332305101038,6.38952206,0.0001,50,alpha_0.1_w2v
SMK-401,feline,0.4423557159553062,5.559176205,0.0001,50,alpha_0.1_w2v
SMK-401,lion,0.4604173160834151,6.723957079,0.2,50,alpha_0.1_w2v
SMK-401,elephant,0.7048207594714716,6.363660295,0.4286,50,alpha_0.1_w2v
SMK-401,skunk,0.5529346377915046,5.613026358,0.0001,50,alpha_0.1_w2v
SMK-401,moose,0.7921549216151283,5.977754233,0.0001,50,alpha_0.1_w2v
SMK-401,goose,0.5109562253357935,6.301955793,0.6667,50,alpha_0.1_w2v
SMK-401,turkey,0.5601857269766859,6.767768346,0.0001,50,alpha_0.1_w2v
SNI-300,dolphin,0.0001,5.864843201,0.0001,50,alpha_0.1_w2v
SNI-300,killer,0.6199064346259282,6.372521515,0.1667,50,alpha_0.1_w2v
SNI-300,whale,0.684406634737787,6.338615042,0.25,50,alpha_0.1_w2v
SNI-300,shark,0.7646043499736871,6.054603863,0.0001,50,alpha_0.1_w2v
SNI-300,water,0.6833323751172218,8.128616304,0.0001,50,alpha_0.1_w2v
SNI-300,penguin,0.3974089823334914,6.25042049,0.0001,50,alpha_0.1_w2v
SNI-300,african,0.5841387021158856,7.284544989,0.2857,50,alpha_0.1_w2v
SNI-300,elephant,0.49448352817554386,6.363660295,0.2857,50,alpha_0.1_w2v
SNI-300,alligator,0.582892144643096,5.714162885,0.2857,50,alpha_0.1_w2v
SNI-300,lizard,0.7267008988973249,5.89522027,0.1429,50,alpha_0.1_w2v
SNI-300,feline,0.42884236090022576,5.559176205,0.0001,50,alpha_0.1_w2v
SNI-300,tiger,0.4423557159553062,6.38952206,0.0001,50,alpha_0.1_w2v
SNI-300,leopard,0.6299504399952776,5.875985616,0.2,50,alpha_0.1_w2v
SNI-300,jaguar,0.7052464969362103,5.702579584,0.0001,50,alpha_0.1_w2v
SNI-300,dog,0.6404991366080252,7.256114028,0.1667,50,alpha_0.1_w2v
SNI-300,cat,0.8629971018320665,7.013143358,0.0001,50,alpha_0.1_w2v
SNI-300,parrot,0.6635726977057546,5.921096266,0.2,50,alpha_0.1_w2v
SNI-300,horse,0.30675015797252025,7.396710537,0.2,50,alpha_0.1_w2v
SNR-308,panther,0.0001,5.886284809,0.0001,50,alpha_0.1_w2v
SNR-308,tiger,0.7212503568135114,6.38952206,0.2,50,alpha_0.1_w2v
SNR-308,feline,0.4423557159553062,5.559176205,0.0001,50,alpha_0.1_w2v
SNR-308,dog,0.6280958324024821,7.256114028,0.0001,50,alpha_0.1_w2v
SNR-308,shepherd,0.5701498385615063,6.542772537,0.0001,50,alpha_0.1_w2v
SNR-308,pigeon,0.5556757850139202,6.10484819,0.0001,50,alpha_0.1_w2v
SNR-308,falcon,0.7506934629166606,5.93662582,0.3333,50,alpha_0.1_w2v
SNR-308,eagle,0.6546157663453096,6.640854253,0.1667,50,alpha_0.1_w2v
SNR-308,fox,0.6144748354521042,6.849727181,0.0001,50,alpha_0.1_w2v
SNR-308,wolf,0.7119460518881566,6.745548976,0.0001,50,alpha_0.1_w2v
SNR-308,bear,0.48216993353457493,7.366226929,0.0001,50,alpha_0.1_w2v
SNR-308,buffalo,0.29464845821044405,6.710471006,0.1667,50,alpha_0.1_w2v
SNR-308,australian,0.3672581611896364,6.530851419,0.1111,50,alpha_0.1_w2v
SNR-308,polar,0.5198137820814067,6.534516632,0.1111,50,alpha_0.1_w2v
SNR-308,penguin,0.5669555370890262,6.25042049,0.1429,50,alpha_0.1_w2v
SNR-308,kitten,0.2881722112942009,5.855944762,0.2857,50,alpha_0.1_w2v
SNT-310,penguin,0.0001,6.25042049,0.0001,50,alpha_0.1_w2v
SNT-310,elephant,0.4592219776566442,6.363660295,0.2857,50,alpha_0.1_w2v
SNT-310,zebra,0.679589606833056,5.561689192,0.1429,50,alpha_0.1_w2v
SNT-310,bird,0.5383319270511148,7.119400245,0.2,50,alpha_0.1_w2v
SNT-310,frog,0.676689050796151,6.319346573,0.0001,50,alpha_0.1_w2v
SNT-310,dog,0.5537185332916008,7.256114028,0.25,50,alpha_0.1_w2v
SNT-310,cat,0.8629971018320665,7.013143358,0.0001,50,alpha_0.1_w2v
SNT-310,bird,0.675578400640325,7.119400245,0.0001,50,alpha_0.1_w2v
SNT-310,pigeon,0.6790913842532099,6.10484819,0.0001,50,alpha_0.1_w2v
SNT-310,bird,0.6790913842532099,7.119400245,0.0001,50,alpha_0.1_w2v
SNT-310,pig,0.5269546999361466,6.611542969,0.0001,50,alpha_0.1_w2v
SNT-310,cow,0.7744391072497324,6.679047222,0.0001,50,alpha_0.1_w2v
SNT-310,horse,0.7145082796422386,7.396710537,0.0001,50,alpha_0.1_w2v
SNT-310,insect,0.19218891502747848,6.519563532,0.0001,50,alpha_0.1_w2v
SNT-310,squirrel,0.7096092386219417,6.080840335,0.0001,50,alpha_0.1_w2v
SNT-310,mouse,0.685853682558768,6.776846046,0.0001,50,alpha_0.1_w2v
SNT-310,skunk,0.677965615499016,5.613026358,0.0001,50,alpha_0.1_w2v
SNT-310,american,0.3037320345990986,8.145126466,0.125,50,alpha_0.1_w2v
SNT-310,fox,0.19607866066859403,6.849727181,0.125,50,alpha_0.1_w2v
SNT-310,bear,0.43830186821505723,7.366226929,0.0001,50,alpha_0.1_w2v
SNT-310,lion,0.4699525012114808,6.723957079,0.0001,50,alpha_0.1_w2v
SNT-310,tiger,0.7689854140890526,6.38952206,0.25,50,alpha_0.1_w2v
SNT-310,panther,0.7212503568135114,5.886284809,0.2,50,alpha_0.1_w2v
SNT-310,cougar,0.543724859229279,5.313217401,0.2,50,alpha_0.1_w2v
SNT-310,moose,0.6850105999328044,5.977754233,0.25,50,alpha_0.1_w2v
SNT-310,caribou,0.745805680936894,5.660478423,0.0001,50,alpha_0.1_w2v
SNT-310,deer,0.7081224529425719,6.706983738,0.1667,50,alpha_0.1_w2v
SNV-312,cat,0.0001,7.013143358,0.0001,50,alpha_0.1_w2v
SNV-312,dog,0.8629971018320665,7.256114028,0.0001,50,alpha_0.1_w2v
SNV-312,fish,0.5220343187368855,7.344814258,0.0001,50,alpha_0.1_w2v
SNV-312,turtle,0.650304480601057,6.229758099,0.0001,50,alpha_0.1_w2v
SNV-312,bird,0.5970047650668401,7.119400245,0.2,50,alpha_0.1_w2v
SNV-312,alligator,0.7195643722561629,5.714162885,0.0001,50,alpha_0.1_w2v
SNV-312,tiger,0.6669287059152474,6.38952206,0.2857,50,alpha_0.1_w2v
SNV-312,lion,0.7689854140890526,6.723957079,0.25,50,alpha_0.1_w2v
SNV-312,monkey,0.5543261093969302,6.401926546,0.0001,50,alpha_0.1_w2v
SNV-312,african,0.3303653762497376,7.284544989,0.1429,50,alpha_0.1_w2v
SNV-312,elephant,0.49448352817554386,6.363660295,0.2857,50,alpha_0.1_w2v
SNV-312,snake,0.6306242734439402,6.615078486,0.0001,50,alpha_0.1_w2v
SNV-312,frog,0.6463756432848707,6.319346573,0.0001,50,alpha_0.1_w2v
SNV-312,worm,0.5283266194710592,6.383063674,0.0001,50,alpha_0.1_w2v
SNV-312,bear,0.4580298825772786,7.366226929,0.0001,50,alpha_0.1_w2v
SNV-312,wolf,0.48216993353457493,6.745548976,0.0001,50,alpha_0.1_w2v
SNV-312,kangaroo,0.6469939355598816,5.566218227,0.0001,50,alpha_0.1_w2v
SNV-312,water,0.49202988273677617,8.128616304,0.1667,50,alpha_0.1_w2v
SNY-315,deer,0.0001,6.706983738,0.0001,50,alpha_0.1_w2v
SNY-315,american,0.14069186766882957,8.145126466,0.125,50,alpha_0.1_w2v
SNY-315,squirrel,0.33827133270291054,6.080840335,0.125,50,alpha_0.1_w2v
SNY-315,possum,0.7455921028060274,5.440409986,0.1667,50,alpha_0.1_w2v
SNY-315,dog,0.5553595925284212,7.256114028,0.0001,50,alpha_0.1_w2v
SNY-315,cat,0.8629971018320665,7.013143358,0.0001,50,alpha_0.1_w2v
SNY-315,rabbit,0.7136191406975824,6.568628649,0.4,50,alpha_0.1_w2v
SNY-315,zebra,0.5174552014745554,5.561689192,0.2,50,alpha_0.1_w2v
SNY-315,tiger,0.6446518589818366,6.38952206,0.0001,50,alpha_0.1_w2v
SNY-315,lion,0.7689854140890526,6.723957079,0.25,50,alpha_0.1_w2v
SNY-315,leopard,0.6794660086306575,5.875985616,0.2,50,alpha_0.1_w2v
SNY-315,antelope,0.5532421638365379,5.845170623,0.0001,50,alpha_0.1_w2v
SNY-315,cougar,0.5900068755861733,5.313217401,0.0001,50,alpha_0.1_w2v
SNY-315,bear,0.4998317484590864,7.366226929,0.0001,50,alpha_0.1_w2v
SNY-315,polar,0.3043806708849979,6.534516632,0.0001,50,alpha_0.1_w2v
SNY-315,wolf,0.31875801931956793,6.745548976,0.25,50,alpha_0.1_w2v
SNY-315,sheep,0.5960434953129908,6.924172871,0.0001,50,alpha_0.1_w2v
SNY-315,goat,0.6450682112373471,6.365838461,0.0001,50,alpha_0.1_w2v
SNY-315,cow,0.727125586532972,6.679047222,0.0001,50,alpha_0.1_w2v
SNY-315,horse,0.7145082796422386,7.396710537,0.0001,50,alpha_0.1_w2v
SOE-320,chicken,0.0001,6.827585591,0.0001,50,alpha_0.1_w2v
SOE-320,goat,0.659207556087174,6.365838461,0.0001,50,alpha_0.1_w2v
SOE-320,rhinoceros,0.6476635047519553,5.506841784,0.0001,50,alpha_0.1_w2v
SOE-320,cow,0.6314328445019793,6.679047222,0.0001,50,alpha_0.1_w2v
SOE-320,horse,0.7145082796422386,7.396710537,0.0001,50,alpha_0.1_w2v
SOE-320,cat,0.3452026107988846,7.013143358,0.0001,50,alpha_0.1_w2v
SOE-320,dog,0.8629971018320665,7.256114028,0.0001,50,alpha_0.1_w2v
SOE-320,elephant,0.696651997852639,6.363660295,0.0001,50,alpha_0.1_w2v
SOE-320,zebra,0.679589606833056,5.561689192,0.1429,50,alpha_0.1_w2v
SOE-320,lion,0.6402033298676648,6.723957079,0.0001,50,alpha_0.1_w2v
SOE-320,bird,0.5985568460038367,7.119400245,0.0001,50,alpha_0.1_w2v
SOE-320,asian,0.3215678187274973,6.798455065,0.0001,50,alpha_0.1_w2v
SOE-320,polar,0.6227669036733225,6.534516632,0.0001,50,alpha_0.1_w2v
SOQ-329,ant,0.0001,6.426146105,0.0001,50,alpha_0.1_w2v
SOQ-329,insect,0.6140346280542165,6.519563532,0.3333,50,alpha_0.1_w2v
SOQ-329,african,0.2767840415190169,7.284544989,0.1429,50,alpha_0.1_w2v
SOQ-329,elephant,0.49448352817554386,6.363660295,0.2857,50,alpha_0.1_w2v
SOQ-329,lion,0.7048207594714716,6.723957079,0.4286,50,alpha_0.1_w2v
SOQ-329,tiger,0.7689854140890526,6.38952206,0.25,50,alpha_0.1_w2v
SOQ-329,dog,0.6971073019327979,7.256114028,0.25,50,alpha_0.1_w2v
SOQ-329,cat,0.8629971018320665,7.013143358,0.0001,50,alpha_0.1_w2v
SOQ-329,fish,0.6324411940868797,7.344814258,0.0001,50,alpha_0.1_w2v
SOQ-329,monkey,0.5436611743959013,6.401926546,0.0001,50,alpha_0.1_w2v
SOQ-329,hippopotamus,0.6007874278821886,5.258390618,0.0001,50,alpha_0.1_w2v
SOQ-329,rhinoceros,0.7175209755603759,5.506841784,0.2727,50,alpha_0.1_w2v
SOQ-329,ape,0.523695516607975,6.012398914,0.0001,50,alpha_0.1_w2v
SOQ-329,shark,0.46617820905031326,6.054603863,0.0001,50,alpha_0.1_w2v
SOQ-329,dolphin,0.6851091000642269,5.864843201,0.1667,50,alpha_0.1_w2v
SOQ-329,seal,0.3660980358062961,6.788763103,0.1667,50,alpha_0.1_w2v
SOQ-329,polar,0.3520393778324218,6.534516632,0.25,50,alpha_0.1_w2v
SOQ-329,bear,0.3043806708849979,7.366226929,0.0001,50,alpha_0.1_w2v
SOQ-329,bird,0.3795498335260481,7.119400245,0.3333,50,alpha_0.1_w2v
SOQ-329,crane,0.5679600735572224,6.40422836,0.0001,50,alpha_0.1_w2v
SOQ-329,swan,0.2961398487714748,6.23145965,0.25,50,alpha_0.1_w2v
SOQ-329,pigeon,0.4463119313938244,6.10484819,0.2,50,alpha_0.1_w2v
SOQ-329,insect,0.5004753941755773,6.519563532,0.0001,50,alpha_0.1_w2v
SOX-335,tiger,0.0001,6.38952206,0.0001,50,alpha_0.1_w2v
SOX-335,lion,0.7689854140890526,6.723957079,0.25,50,alpha_0.1_w2v
SOX-335,elephant,0.7048207594714716,6.363660295,0.4286,50,alpha_0.1_w2v
SOX-335,water,0.24946923527392362,8.128616304,0.0001,50,alpha_0.1_w2v
SOX-335,dolphin,0.5132077401545194,5.864843201,0.0001,50,alpha_0.1_w2v
SOX-335,fish,0.5608581776704312,7.344814258,0.1667,50,alpha_0.1_w2v
SOX-335,penguin,0.47191719255552833,6.25042049,0.0001,50,alpha_0.1_w2v
SOX-335,monkey,0.3317136876102349,6.401926546,0.1429,50,alpha_0.1_w2v
SOX-335,shark,0.49782861474666307,6.054603863,0.2,50,alpha_0.1_w2v
SOX-335,whale,0.7646043499736871,6.338615042,0.0001,50,alpha_0.1_w2v
SOX-335,fish,0.7259265731275782,7.344814258,0.0001,50,alpha_0.1_w2v
SPA-338,frog,0.0001,6.319346573,0.0001,50,alpha_0.1_w2v
SPA-338,horse,0.3471276637872105,7.396710537,0.0001,50,alpha_0.1_w2v
SPA-338,tiger,0.3456287763244721,6.38952206,0.0001,50,alpha_0.1_w2v
SPA-338,lion,0.7689854140890526,6.723957079,0.25,50,alpha_0.1_w2v
SPA-338,water,0.33116417597758885,8.128616304,0.0001,50,alpha_0.1_w2v
SPA-338,hippopotamus,0.6781132365035537,5.258390618,0.0909,50,alpha_0.1_w2v
SPA-338,dolphin,0.7260217014228296,5.864843201,0.1818,50,alpha_0.1_w2v
SPA-338,shark,0.6851091000642269,6.054603863,0.1667,50,alpha_0.1_w2v
SPA-338,fish,0.7781309697746865,7.344814258,0.0001,50,alpha_0.1_w2v
SPA-338,zebra,0.5944165937782043,5.561689192,0.0001,50,alpha_0.1_w2v
SPA-338,gazelle,0.6544351108340379,5.345203116,0.0001,50,alpha_0.1_w2v
SPA-338,tiger,0.4602289789348213,6.38952206,0.0001,50,alpha_0.1_w2v
SPA-338,alligator,0.6669287059152474,5.714162885,0.2857,50,alpha_0.1_w2v
SPA-338,crocodile,0.7402205650632918,5.741384054,0.0001,50,alpha_0.1_w2v
SPA-338,african,0.45197562976296113,7.284544989,0.25,50,alpha_0.1_w2v
SPA-338,elephant,0.49448352817554386,6.363660295,0.2857,50,alpha_0.1_w2v
SPC-340,dog,0.0001,7.256114028,0.0001,50,alpha_0.1_w2v
SPC-340,cat,0.8629971018320665,7.013143358,0.0001,50,alpha_0.1_w2v
SPC-340,chicken,0.6108752297299015,6.827585591,0.2,50,alpha_0.1_w2v
SPC-340,rooster,0.5721109527354957,5.703855165,0.0001,50,alpha_0.1_w2v
SPC-340,pig,0.7500267160144616,6.611542969,0.0001,50,alpha_0.1_w2v
SPC-340,bird,0.5269546999361466,7.119400245,0.0001,50,alpha_0.1_w2v
SPC-340,horse,0.27255820887787785,7.396710537,0.0001,50,alpha_0.1_w2v
SPC-340,cow,0.7145082796422386,6.679047222,0.0001,50,alpha_0.1_w2v
SPC-340,zebra,0.49794196997406637,5.561689192,0.0001,50,alpha_0.1_w2v
SPC-340,feline,0.5754786278311683,5.559176205,0.2,50,alpha_0.1_w2v
SPC-340,leopard,0.565275509516995,5.875985616,0.0001,50,alpha_0.1_w2v
SPC-340,bear,0.405402419106476,7.366226929,0.2,50,alpha_0.1_w2v
SPC-340,walrus,0.4607626248875242,5.417803723,0.1667,50,alpha_0.1_w2v
SPC-340,seal,0.701170924648002,6.788763103,0.1667,50,alpha_0.1_w2v
SPC-340,dolphin,0.3660980358062961,5.864843201,0.1667,50,alpha_0.1_w2v
SPC-340,african,0.6309846325682871,7.284544989,0.2857,50,alpha_0.1_w2v
SPC-340,elephant,0.49448352817554386,6.363660295,0.2857,50,alpha_0.1_w2v
SPC-340,monkey,0.593048715576247,6.401926546,0.0001,50,alpha_0.1_w2v
SPC-340,spider,0.5566907991628882,6.281649128,0.0001,50,alpha_0.1_w2v
SPC-340,snake,0.6389090108912256,6.615078486,0.2,50,alpha_0.1_w2v
SPH-344,elephant,0.0001,6.363660295,0.0001,50,alpha_0.1_w2v
SPH-344,zebra,0.679589606833056,5.561689192,0.1429,50,alpha_0.1_w2v
SPH-344,bird,0.5383319270511148,7.119400245,0.2,50,alpha_0.1_w2v
SPH-344,dog,0.566705010958269,7.256114028,0.0001,50,alpha_0.1_w2v
SPH-344,cat,0.8629971018320665,7.013143358,0.0001,50,alpha_0.1_w2v
SPH-344,fish,0.6324411940868797,7.344814258,0.0001,50,alpha_0.1_w2v
SPH-344,lion,0.5650645376982515,6.723957079,0.0001,50,alpha_0.1_w2v
SPH-344,tiger,0.7689854140890526,6.38952206,0.25,50,alpha_0.1_w2v
SPH-344,deer,0.5400382545069973,6.706983738,0.0001,50,alpha_0.1_w2v
SPH-344,hippopotamus,0.6770522221531684,5.258390618,0.0001,50,alpha_0.1_w2v
SPL-436,horse,0.0001,7.396710537,0.0001,50,alpha_0.1_w2v
SPL-436,wolf,0.5823699544774346,6.745548976,0.0001,50,alpha_0.1_w2v
SPL-436,dog,0.7364137863794055,7.256114028,0.0001,50,alpha_0.1_w2v
SPL-436,cow,0.6811701445500169,6.679047222,0.0001,50,alpha_0.1_w2v
SPL-436,hyena,0.3955160283394099,5.284998893,0.0001,50,alpha_0.1_w2v
SPL-436,lion,0.6109623966043554,6.723957079,0.2,50,alpha_0.1_w2v
SPL-436,tiger,0.7689854140890526,6.38952206,0.25,50,alpha_0.1_w2v
SPL-436,bear,0.31106854858106003,7.366226929,0.0001,50,alpha_0.1_w2v
SPL-436,feline,0.35735671408317904,5.559176205,0.0001,50,alpha_0.1_w2v
SPL-436,walrus,0.466750012451025,5.417803723,0.1667,50,alpha_0.1_w2v
SPL-436,seal,0.701170924648002,6.788763103,0.1667,50,alpha_0.1_w2v
SPL-436,polar,0.3520393778324218,6.534516632,0.25,50,alpha_0.1_w2v
SPL-436,porcupine,0.4027875110270658,5.580630787,0.1111,50,alpha_0.1_w2v
SPL-436,horse,0.3384159322814799,7.396710537,0.2222,50,alpha_0.1_w2v
SPL-436,bull,0.6155828901051265,6.953478541,0.0001,50,alpha_0.1_w2v
SPL-436,oxen,0.4920319190674446,6.165281134,0.0001,50,alpha_0.1_w2v
SPV-450,dog,0.0001,7.256114028,0.0001,50,alpha_0.1_w2v
SPV-450,cat,0.8629971018320665,7.013143358,0.0001,50,alpha_0.1_w2v
SPV-450,bird,0.675578400640325,7.119400245,0.0001,50,alpha_0.1_w2v
SPV-450,pig,0.5269546999361466,6.611542969,0.0001,50,alpha_0.1_w2v
SPV-450,elephant,0.5689724134490513,6.363660295,0.0001,50,alpha_0.1_w2v
SPV-450,african,0.49448352817554386,7.284544989,0.2857,50,alpha_0.1_w2v
SPV-450,alligator,0.46404074811650764,5.714162885,0.1429,50,alpha_0.1_w2v
SPV-450,snake,0.6898435683879021,6.615078486,0.0001,50,alpha_0.1_w2v
SPV-450,frog,0.6463756432848707,6.319346573,0.0001,50,alpha_0.1_w2v
SPV-450,fish,0.5817627178997272,7.344814258,0.25,50,alpha_0.1_w2v
SPV-450,rodents,0.5318435872496234,5.818422536,0.0001,50,alpha_0.1_w2v
SPV-450,boar,0.3465413896227145,5.909126871,0.0001,50,alpha_0.1_w2v
SPV-450,lion,0.8291589394015134,6.723957079,0.0001,50,alpha_0.1_w2v
SPV-450,tiger,0.7689854140890526,6.38952206,0.25,50,alpha_0.1_w2v
SPV-450,wolf,0.6853467520548895,6.745548976,0.0001,50,alpha_0.1_w2v
SPV-450,coyote,0.6836026835239757,6.007340169,0.0001,50,alpha_0.1_w2v
SPV-450,chicken,0.3798544574722379,6.827585591,0.0001,50,alpha_0.1_w2v
SPV-450,rooster,0.5721109527354957,5.703855165,0.0001,50,alpha_0.1_w2v
SPV-450,bunny,0.7258710649269282,5.809424355,0.0001,50,alpha_0.1_w2v
SPX-452,cat,0.0001,7.013143358,0.0001,50,alpha_0.1_w2v
SPX-452,dog,0.8629971018320665,7.256114028,0.0001,50,alpha_0.1_w2v
SPX-452,dolphin,0.5870559709532499,5.864843201,0.1667,50,alpha_0.1_w2v
SPX-452,shark,0.6851091000642269,6.054603863,0.1667,50,alpha_0.1_w2v
SPX-452,alligator,0.7347017926592906,5.714162885,0.0001,50,alpha_0.1_w2v
SPX-452,crocodile,0.7402205650632918,5.741384054,0.0001,50,alpha_0.1_w2v
SPX-452,bird,0.6172288860549506,7.119400245,0.125,50,alpha_0.1_w2v
SPX-452,bear,0.3795498335260481,7.366226929,0.3333,50,alpha_0.1_w2v
SPX-452,coyote,0.43186656112501587,6.007340169,0.0001,50,alpha_0.1_w2v
SPX-452,wolf,0.6836026835239757,6.745548976,0.0001,50,alpha_0.1_w2v
SPX-452,fish,0.38331020754271805,7.344814258,0.0001,50,alpha_0.1_w2v
SPX-452,water,0.7181241103745142,8.128616304,0.0001,50,alpha_0.1_w2v
SPX-452,snail,0.5357664100486677,5.853805252,0.0001,50,alpha_0.1_w2v
SPX-452,australian,0.3406647433751191,6.530851419,0.3333,50,alpha_0.1_w2v
SPX-452,asian,0.640649261405232,6.798455065,0.3333,50,alpha_0.1_w2v
SPX-452,grizzly,0.583417949162367,5.735626042,0.0001,50,alpha_0.1_w2v
SPX-452,hyena,0.7393626644704142,5.284998893,0.0001,50,alpha_0.1_w2v
SPX-452,snake,0.6404294700731081,6.615078486,0.0001,50,alpha_0.1_w2v
SPX-452,frog,0.6463756432848707,6.319346573,0.0001,50,alpha_0.1_w2v
SPX-452,toad,0.7266341674118809,5.885895277,0.0001,50,alpha_0.1_w2v
SPX-452,lion,0.7046137821683818,6.723957079,0.0001,50,alpha_0.1_w2v
SPX-452,leopard,0.6794660086306575,5.875985616,0.2,50,alpha_0.1_w2v
SRF-483,lion,0.0001,6.723957079,0.0001,50,alpha_0.1_w2v
SRF-483,bear,0.4699525012114808,7.366226929,0.0001,50,alpha_0.1_w2v
SRF-483,lion,0.4699525012114808,6.723957079,0.0001,50,alpha_0.1_w2v
SRF-483,cat,0.6381622471069723,7.013143358,0.0001,50,alpha_0.1_w2v
SRF-483,dog,0.8629971018320665,7.256114028,0.0001,50,alpha_0.1_w2v
SRF-483,lizard,0.569588348985451,5.89522027,0.0001,50,alpha_0.1_w2v
SRF-483,bird,0.517295053077302,7.119400245,0.2,50,alpha_0.1_w2v
SRF-483,falcon,0.6579709599907265,5.93662582,0.0001,50,alpha_0.1_w2v
SRF-483,pelican,0.7237381605879201,5.581928051,0.5714,50,alpha_0.1_w2v
SRF-483,african,0.5413203318814235,7.284544989,0.5714,50,alpha_0.1_w2v
SRF-483,pig,0.35564672231381467,6.611542969,0.0001,50,alpha_0.1_w2v
SRF-483,horse,0.5738719307517884,7.396710537,0.0001,50,alpha_0.1_w2v
SRF-483,chicken,0.31150043903503444,6.827585591,0.0001,50,alpha_0.1_w2v
SRF-483,hog,0.5034169174265656,6.119184601,0.0001,50,alpha_0.1_w2v
SRF-483,feline,0.5350291483215435,5.559176205,0.0001,50,alpha_0.1_w2v
SRF-483,duck,0.40293316756875597,6.439638803,0.0001,50,alpha_0.1_w2v
SRR-498,dog,0.0001,7.256114028,0.0001,50,alpha_0.1_w2v
SRR-498,cat,0.8629971018320665,7.013143358,0.0001,50,alpha_0.1_w2v
SRR-498,horse,0.3452026107988846,7.396710537,0.0001,50,alpha_0.1_w2v
SRR-498,turtle,0.25038550244559055,6.229758099,0.0001,50,alpha_0.1_w2v
SRR-498,ape,0.432189811398617,6.012398914,0.0001,50,alpha_0.1_w2v
SRR-498,monkey,0.5404634016358403,6.401926546,0.0001,50,alpha_0.1_w2v
SRR-498,pony,0.38472017175000095,6.179719502,0.2,50,alpha_0.1_w2v
SRR-498,tiger,0.3372355427254403,6.38952206,0.0001,50,alpha_0.1_w2v
SRR-498,shark,0.5972175902139961,6.054603863,0.0001,50,alpha_0.1_w2v
SRR-498,lizard,0.5448309292025936,5.89522027,0.0001,50,alpha_0.1_w2v
SRR-498,reptile,0.5288318379831105,5.656324398,0.0001,50,alpha_0.1_w2v
SRR-498,ant,0.7509225246955826,6.426146105,0.1667,50,alpha_0.1_w2v
SRR-498,worm,0.5662851812019751,6.383063674,0.0001,50,alpha_0.1_w2v
SRR-498,bird,0.5021623768071557,7.119400245,0.3333,50,alpha_0.1_w2v
SRR-498,bear,0.3795498335260481,7.366226929,0.3333,50,alpha_0.1_w2v
SRR-498,goat,0.537913820964214,6.365838461,0.0001,50,alpha_0.1_w2v
SRR-498,deer,0.5267873784887596,6.706983738,0.0001,50,alpha_0.1_w2v
SRR-498,lion,0.6653749554226285,6.723957079,0.0001,50,alpha_0.1_w2v
